19,1200,41.244
19,1300,43.328
19,1400,44.193
19,200,27.892
19,300,29.001
19,400,28.857
19,500,30.261
19,600,31.606
19,700,33.139
19,800,34.471
19,900,35.844
20,1000,35.353
20,100,30.839
20,1100,37.466
20,1200,38.741
20,1300,41.620
20,1400,42.642
20,200,25.809
20,300,25.824
20,400,26.033
20,500,27.353
20,600,29.245
20,700,30.871
20,800,31.708
20,900,33.972
2,1000,41.877
2,100,115.981
21,1000,35.854
2,1100,43.777
21,100,30.124
21,1100,37.209
21,1200,39.817
21,1300,40.499
21,1400,42.348
2,1200,44.321
21,200,25.760
2,1300,45.256
21,300,25.799
2,1400,47.200
21,400,26.410
21,500,27.695
21,600,28.796
21,700,30.610
21,800,31.702
21,900,33.583
2,200,89.367
22,1000,35.261
22,100,30.190
22,1100,37.291
22,1200,39.484
22,1300,40.782
22,1400,42.047
22,200,25.558
22,300,25.456
22,400,26.586
22,500,27.042
22,600,28.615
22,700,30.454
22,800,33.376
22,900,34.897
2,300,64.851
23,1000,35.224
23,100,31.258
23,1100,36.869
23,1200,39.058
23,1300,40.644
23,1400,42.096
23,200,25.912
23,300,25.098
23,400,25.888
23,500,27.509
23,600,29.365
23,700,30.804
23,800,32.348
23,900,33.607
2,400,52.077
24,1000,33.446
24,100,28.843
24,1100,35.551
24,1200,38.151
24,1300,38.977
24,1400,39.491
24,200,26.064
24,300,24.855
24,400,25.864
24,500,26.812
24,600,28.184
24,700,30.323
24,800,30.877
24,900,31.937
2,500,44.025
25,1000,29.182
25,100,25.999
25,1100,31.643
25,1200,34.308
25,1300,33.921
25,1400,35.371
25,200,23.315
25,300,23.090
25,400,23.042
25,500,24.416
25,600,24.804
25,700,26.211
25,800,27.835
25,900,28.754
2,600,42.109
26,1000,29.857
26,100,25.490
26,1100,30.924
26,1200,33.298
26,1300,33.554
26,1400,35.891
26,200,23.220
26,300,22.844
26,400,22.448
26,500,23.262
26,600,24.976
26,700,26.702
26,800,27.448
26,900,28.892
2,700,40.834
27,1000,26.581
27,100,21.113
27,1100,27.949
27,1200,31.354
27,1300,33.020
27,1400,32.094
27,200,18.101
27,300,17.680
27,400,18.514
27,500,19.554
27,600,20.177
27,700,21.076
27,800,22.509
27,900,25.147
2,800,42.479
28,1000,22.128
28,100,20.840
28,1100,23.910
28,1200,25.149
28,1300,25.970
28,1400,27.485
28,200,19.473
28,300,17.488
28,400,17.769
28,500,18.023
28,600,18.663
28,700,19.727
28,800,20.564
28,900,21.592
2,900,42.090
29,1000,22.373
29,100,20.724
29,1100,23.786
29,1200,24.885
29,1300,26.133
29,1400,27.208
29,200,18.561
29,300,17.892
29,400,17.677
29,500,18.046
29,600,18.757
29,700,19.690
29,800,20.678
29,900,21.558
30,1000,22.701
30,100,20.838
30,1100,23.485
30,1200,24.882
30,1300,25.892
30,1400,27.226
30,200,17.557
30,300,18.094
30,400,17.568
30,500,18.320
30,600,18.985
30,700,19.624
30,800,20.416
30,900,21.531
3,1000,43.299
3,100,113.669
31,1000,22.147
3,1100,44.380
31,100,21.647
31,1100,23.622
31,1200,24.902
31,1300,26.247
31,1400,27.141
3,1200,44.681
31,200,18.144
3,1300,45.723
31,300,17.419
3,1400,48.218
31,400,17.654
31,500,18.068
31,600,19.055
31,700,19.702
31,800,20.566
31,900,21.650
3,200,87.601
32,1000,22.141
32,100,21.191
32,1100,23.333
32,1200,24.740
32,1300,26.101
32,1400,26.976
32,200,17.847
32,300,17.548
32,400,17.633
32,500,18.087
32,600,19.020
32,700,19.712
32,800,20.663
32,900,21.638
3,300,63.143
33,1000,22.268
33,100,20.887
33,1100,23.867
33,1200,25.041
33,1300,26.129
33,1400,26.946
33,200,17.839
33,300,17.551
33,400,17.667
33,500,18.204
33,600,18.966
33,700,19.620
33,800,20.390
33,900,21.468
3,400,53.892
34,1000,22.235
34,100,21.041
34,1100,23.444
34,1200,24.946
34,1300,26.002
34,1400,27.698
34,200,18.274
34,300,17.727
34,400,17.536
34,500,18.123
34,600,18.883
34,700,19.814
34,800,20.687
34,900,21.615
3,500,43.539
35,1000,22.207
35,100,20.711
35,1100,23.320
35,1200,24.652
35,1300,26.272
35,1400,27.171
35,200,18.219
35,300,17.388
35,400,17.769
35,500,18.116
35,600,18.790
35,700,19.688
35,800,20.473
35,900,21.477
3,600,42.124
36,1000,22.083
36,100,21.346
36,1100,23.585
36,1200,25.201
36,1300,26.128
36,1400,27.718
36,200,18.541
36,300,17.615
36,400,17.713
36,500,18.255
36,600,19.082
36,700,19.736
36,800,20.449
36,900,21.495
3,700,41.567
37,1000,22.124
37,100,22.229
37,1100,23.972
37,1200,25.026
37,1300,26.192
37,1400,27.362
37,200,18.646
37,300,17.557
37,400,17.544
37,500,18.297
37,600,18.666
37,700,19.900
37,800,20.521
37,900,21.951
3,800,41.758
38,1000,22.318
38,100,21.230
38,1100,23.263
38,1200,24.796
38,1300,26.138
38,1400,27.099
38,200,17.799
38,300,17.794
38,400,17.749
38,500,18.211
38,600,18.738
38,700,19.501
38,800,20.811
38,900,21.716
3,900,42.012
39,1000,22.634
39,100,21.854
39,1100,23.603
39,1200,24.730
39,1300,26.332
39,1400,27.925
39,200,18.019
39,300,17.479
39,400,17.886
39,500,18.287
39,600,18.786
39,700,19.742
39,800,20.439
39,900,21.647
40,1000,22.411
40,100,21.251
40,1100,23.501
40,1200,25.288
40,1300,26.007
40,1400,27.190
40,200,17.912
40,300,17.778
40,400,17.670
40,500,18.391
40,600,18.949
40,700,19.649
40,800,20.458
40,900,21.733
4,1000,41.951
4,100,114.093
41,1000,22.284
4,1100,43.410
41,100,21.665
41,1100,23.585
41,1200,24.671
41,1300,26.896
41,1400,27.428
4,1200,44.558
41,200,18.247
4,1300,46.174
41,300,17.272
4,1400,47.940
41,400,17.746
41,500,18.140
41,600,18.818
41,700,19.635
41,800,20.429
41,900,21.437
4,200,89.968
42,1000,22.279
42,100,21.020
42,1100,23.817
42,1200,25.270
42,1300,26.448
42,1400,27.393
42,200,17.839
42,300,17.633
42,400,17.543
42,500,17.979
42,600,18.866
42,700,19.543
42,800,20.636
42,900,21.695
4,300,63.623
43,1000,22.270
43,100,20.996
43,1100,23.901
43,1200,25.138
43,1300,26.118
43,1400,27.918
43,200,18.432
43,300,17.861
43,400,17.681
43,500,18.229
43,600,18.820
43,700,19.904
43,800,20.428
43,900,21.584
4,400,53.541
44,1000,22.288
44,100,20.866
44,1100,23.397
44,1200,24.675
44,1300,26.452
44,1400,27.429
44,200,18.290
44,300,17.298
44,400,17.666
44,500,18.103
44,600,18.787
44,700,19.560
44,800,20.328
44,900,21.136
4,500,43.537
45,1000,22.367
45,100,20.976
45,1100,23.735
45,1200,24.771
45,1300,26.115
45,1400,27.969
45,200,17.755
45,300,17.398
45,400,17.853
45,500,18.159
45,600,18.766
45,700,19.694
45,800,20.428
45,900,21.497
4,600,42.347
46,1000,22.068
46,100,20.966
46,1100,23.199
46,1200,24.674
46,1300,25.966
46,1400,27.071
46,200,18.587
46,300,17.867
46,400,17.499
46,500,18.047
46,600,18.660
46,700,19.409
46,800,20.282
46,900,21.827
4,700,40.802
47,1000,22.176
47,100,21.044
47,1100,23.456
47,1200,24.868
47,1300,25.978
47,1400,26.939
47,200,18.100
47,300,17.536
47,400,17.503
47,500,18.076
47,600,18.475
47,700,19.631
47,800,20.273
47,900,21.239
4,800,42.384
48,1000,21.077
48,100,20.939
48,1100,22.092
48,1200,23.112
48,1300,24.682
48,1400,26.001
48,200,17.628
48,300,17.211
48,400,16.798
48,500,17.179
48,600,17.693
48,700,18.431
48,800,19.230
48,900,20.248
4,900,41.823
49,1000,20.603
49,100,21.000
49,1100,22.055
49,1200,23.283
49,1300,24.537
49,1400,25.656
49,200,17.635
49,300,17.238
49,400,16.839
49,500,17.189
49,600,17.635
49,700,18.646
49,800,19.379
49,900,20.275
50,1000,19.906
50,100,20.801
50,1100,20.717
50,1200,22.575
50,1300,22.567
50,1400,24.252
50,200,17.719
50,300,16.835
50,400,16.522
50,500,16.956
50,600,17.218
50,700,17.496
50,800,18.271
50,900,19.043
5,1000,42.148
5,100,116.428
51,1000,19.429
5,1100,43.377
51,100,21.706
51,1100,20.643
51,1200,22.020
51,1300,22.451
51,1400,24.239
5,1200,44.898
51,200,17.954
5,1300,45.433
51,300,16.931
5,1400,47.885
51,400,16.722
51,500,16.882
51,600,17.203
51,700,17.464
51,800,18.073
51,900,18.868
5,200,85.891
52,1000,18.330
52,100,20.520
52,1100,18.850
52,1200,19.632
52,1300,20.115
52,1400,20.775
52,200,18.268
52,300,17.085
52,400,16.825
52,500,16.701
52,600,16.835
52,700,17.099
52,800,17.657
52,900,18.189
5,300,64.645
53,1000,18.437
53,100,21.236
53,1100,18.874
53,1200,19.693
53,1300,20.130
53,1400,21.503
53,200,17.898
53,300,17.138
53,400,16.720
53,500,16.743
53,600,16.825
53,700,17.154
53,800,17.677
53,900,18.108
5,400,55.110
54,1000,18.162
54,100,20.686
54,1100,18.875
54,1200,19.553
54,1300,20.061
54,1400,20.911
54,200,18.186
54,300,16.916
54,400,16.584
54,500,16.738
54,600,16.771
54,700,17.098
54,800,17.478
54,900,17.872
5,500,43.716
55,1000,18.180
55,100,20.852
55,1100,18.714
55,1200,19.303
55,1300,19.978
55,1400,20.540
55,200,17.834
55,300,17.391
55,400,16.643
55,500,16.557
55,600,16.769
55,700,21.362
55,800,17.309
55,900,17.913
5,600,41.579
56,1000,18.353
56,100,22.135
56,1100,18.610
56,1200,19.464
56,1300,19.938
56,1400,20.490
56,200,19.186
56,300,17.108
56,400,16.633
56,500,16.749
56,600,16.617
56,700,17.166
56,800,17.392
56,900,17.802
5,700,41.326
57,1000,18.335
57,100,20.891
57,1100,18.798
57,1200,19.455
57,1300,19.911
57,1400,20.479
57,200,18.404
57,300,16.904
57,400,16.503
57,500,16.629
57,600,17.321
57,700,17.151
57,800,17.324
57,900,17.773
5,800,42.012
58,1000,18.170
58,100,21.165
58,1100,18.942
58,1200,19.750
58,1300,20.180
58,1400,20.293
58,200,18.385
58,300,16.871
58,400,16.803
58,500,16.683
58,600,16.691
58,700,17.247
58,800,17.366
58,900,17.758
5,900,42.549
59,1000,18.332
59,100,21.563
59,1100,19.010
59,1200,19.148
59,1300,20.048
59,1400,20.603
59,200,18.721
59,300,17.354
59,400,16.527
59,500,16.826
59,600,16.876
59,700,17.123
59,800,17.464
59,900,19.693
60,1000,18.070
60,100,20.558
60,1100,18.846
60,1200,19.470
60,1300,19.915
60,1400,20.794
60,200,17.761
60,300,16.606
60,400,16.704
60,500,16.991
60,600,17.234
60,700,17.222
60,800,17.307
60,900,17.762
6,1000,42.695
6,100,118.886
6,1100,43.458
6,1200,44.573
6,1300,45.968
6,1400,46.991
6,200,90.990
6,300,65.077
6,400,52.537
6,500,43.894
6,600,42.366
6,700,41.199
6,800,42.766
6,900,41.504
7,1000,42.209
7,100,117.163
7,1100,43.826
7,1200,45.052
7,1300,45.708
7,1400,47.344
7,200,89.072
7,300,63.967
7,400,53.357
7,500,44.088
7,600,42.915
7,700,40.988
7,800,42.252
7,900,42.488
8,1000,42.594
8,100,117.315
8,1100,43.026
8,1200,44.919
8,1300,45.445
8,1400,47.348
8,200,87.418
8,300,63.435
8,400,53.695
8,500,44.022
8,600,41.344
8,700,41.505
8,800,42.067
8,900,42.086
9,1000,42.466
9,100,115.488
9,1100,43.300
9,1200,45.821
9,1300,45.801
9,1400,46.654
9,200,84.896
9,300,64.164
9,400,51.924
9,500,44.038
9,600,42.026
9,700,40.841
9,800,42.078
9,900,42.256
